zip,city,state,county,population
79381,Wilson,TX,Lynn County,1530
79382,Wolfforth,TX,Lubbock County,9640
79401,Lubbock,TX,Lubbock County,2590
79402,Lubbock,TX,Lubbock County,0
79403,Lubbock,TX,Lubbock County,13280
79404,Lubbock,TX,Lubbock County,7180
79406,Lubbock,TX,Lubbock County,122
79407,Lubbock,TX,Lubbock County,21440
79409,Lubbock,TX,Lubbock County,131
79410,Lubbock,TX,Lubbock County,5180
79411,Lubbock,TX,Lubbock County,4680
79412,Lubbock,TX,Lubbock County,11190
79413,Lubbock,TX,Lubbock County,16950
79414,Lubbock,TX,Lubbock County,12890
79415,Lubbock,TX,Lubbock County,11320
79416,Lubbock,TX,Lubbock County,27670
79423,Lubbock,TX,Lubbock County,41900
79424,Lubbock,TX,Lubbock County,50450
79501,Anson,TX,Jones County,3120
79502,Aspermont,TX,Stonewall County,1030
79503,Avoca,TX,Jones County,177
79504,Baird,TX,Callahan County,2670
79505,Benjamin,TX,Knox County,270
79506,Blackwell,TX,Nolan County,540
79508,Buffalo Gap,TX,Taylor County,1360
79510,Clyde,TX,Callahan County,7390
79511,Coahoma,TX,Howard County,1340
79512,Colorado City,TX,Mitchell County,4710
79517,Fluvanna,TX,Scurry County,182
79518,Girard,TX,Kent County,111
79519,Goldsboro,TX,Coleman County,60
79520,Hamlin,TX,Jones County,1850
79521,Haskell,TX,Haskell County,2670
79525,Hawley,TX,Jones County,3260
79526,Hermleigh,TX,Scurry County,850
79527,Ira,TX,Scurry County,410
79528,Jayton,TX,Kent County,500
79529,Knox City,TX,Knox County,970
79530,Lawn,TX,Taylor County,570
79532,Loraine,TX,Mitchell County,640
79533,Lueders,TX,Jones County,390
79534,Mc Caulley,TX,Fisher County,220
79535,Maryneal,TX,Nolan County,142
79536,Merkel,TX,Taylor County,4570
79537,Nolan,TX,Nolan County,83
79538,Novice,TX,Coleman County,220
79539,O Brien,TX,Haskell County,128
79540,Old Glory,TX,Stonewall County,109
79541,Ovalo,TX,Taylor County,1040
79543,Roby,TX,Fisher County,1010
79544,Rochester,TX,Haskell County,310
79545,Roscoe,TX,Nolan County,1590
79546,Rotan,TX,Fisher County,1380
79547,Rule,TX,Haskell County,540
79548,Rule,TX,Haskell County,164
79549,Snyder,TX,Scurry County,11670
79553,Stamford,TX,Jones County,2540
79556,Sweetwater,TX,Nolan County,10000
79560,Sylvester,TX,Fisher County,117
79561,Trent,TX,Taylor County,560
79562,Tuscola,TX,Taylor County,5940
79563,Tye,TX,Taylor County,960
79565,Westbrook,TX,Mitchell County,340
79566,Wingate,TX,Taylor County,250
79567,Winters,TX,Runnels County,2700
79601,Abilene,TX,Taylor County,14400
79602,Abilene,TX,Taylor County,22930
79603,Abilene,TX,Taylor County,19200
79605,Abilene,TX,Taylor County,24410
79606,Abilene,TX,Taylor County,26260
79607,Dyess AFB,TX,Taylor County,2520
79701,Midland,TX,Midland County,25640
79703,Midland,TX,Midland County,18900
79705,Midland,TX,Midland County,44210
79706,Midland,TX,Midland County,30180
79707,Midland,TX,Midland County,33680
79712,Midland,TX,Midland County,696
79713,Ackerly,TX,Dawson County,550
79714,Andrews,TX,Andrews County,16950
79718,Balmorhea,TX,Reeves County,520
79720,Big Spring,TX,Howard County,22510
79731,Crane,TX,Crane County,4070
79734,Fort Davis,TX,Jeff Davis County,1470
79735,Fort Stockton,TX,Pecos County,10090
79738,Gail,TX,Borden County,310
79739,Garden City,TX,Glasscock County,1090
79740,Girvin,TX,Crane County,0
79741,Goldsmith,TX,Ector County,360
79745,Kermit,TX,Winkler County,5670
79748,Knott,TX,Howard County,249
79749,Lenorah,TX,Martin County,290
79752,Mc Camey,TX,Upton County,1870
79755,Midkiff,TX,Upton County,249
79756,Monahans,TX,Ward County,9050
79758,Gardendale,TX,Ector County,2950
79761,Odessa,TX,Ector County,24300
79762,Odessa,TX,Ector County,34350
79763,Odessa,TX,Ector County,33800
79764,Odessa,TX,Ector County,22810
79765,Odessa,TX,Ector County,26160
79766,Odessa,TX,Ector County,9470
79772,Pecos,TX,Reeves County,10060
79782,Stanton,TX,Martin County,4330
79783,Tarzan,TX,Martin County,196
79821,Anthony,TX,El Paso County,4910
79830,Alpine,TX,Brewster County,4910
79835,Canutillo,TX,El Paso County,11080
79836,Clint,TX,El Paso County,7080
79839,Fort Hancock,TX,Hudspeth County,1590
79843,Marfa,TX,Presidio County,1920
79847,Salt Flat,TX,Hudspeth County,105
79849,San Elizario,TX,El Paso County,13230
79852,Terlingua,TX,Brewster County,690
79854,Valentine,TX,Jeff Davis County,136
79901,El Paso,TX,El Paso County,9770
79902,El Paso,TX,El Paso County,15390
79903,El Paso,TX,El Paso County,13410
79904,El Paso,TX,El Paso County,25770
79905,El Paso,TX,El Paso County,19950
79906,El Paso,TX,El Paso County,5470
79907,El Paso,TX,El Paso County,44040
79908,El Paso,TX,El Paso County,3550
79910,El Paso,TX,El Paso County,795
79911,El Paso,TX,El Paso County,9240
79912,El Paso,TX,El Paso County,69340
79915,El Paso,TX,El Paso County,29220
79916,Fort Bliss,TX,El Paso County,1576
79918,Fort Bliss,TX,El Paso County,89
79922,El Paso,TX,El Paso County,7460
79924,El Paso,TX,El Paso County,51940
79925,El Paso,TX,El Paso County,32180
79927,El Paso,TX,El Paso County,40440
79928,El Paso,TX,El Paso County,87700
79930,El Paso,TX,El Paso County,19880
79932,El Paso,TX,El Paso County,30140
79934,El Paso,TX,El Paso County,26630
79935,El Paso,TX,El Paso County,14550
79936,El Paso,TX,El Paso County,94170
79938,El Paso,TX,El Paso County,91830
80002,Arvada,CO,Jefferson County,17310
80003,Arvada,CO,Jefferson County,30250
80004,Arvada,CO,Jefferson County,31560
80005,Arvada,CO,Jefferson County,26880
80007,Arvada,CO,Jefferson County,18250
80010,Aurora,CO,Arapahoe County,31720
80011,Aurora,CO,Arapahoe County,46690
80012,Aurora,CO,Arapahoe County,41660
80013,Aurora,CO,Arapahoe County,67220
80014,Aurora,CO,Arapahoe County,34790
80015,Aurora,CO,Arapahoe County,67240
80016,Aurora,CO,Arapahoe County,67220
80017,Aurora,CO,Arapahoe County,32750
80018,Aurora,CO,Arapahoe County,20750
80019,Aurora,CO,Adams County,8130
80020,Broomfield,CO,Broomfield County,46760
80021,Broomfield,CO,Jefferson County,31610
80022,Commerce City,CO,Adams County,59210
80023,Broomfield,CO,Broomfield County,27680
80026,Lafayette,CO,Boulder County,29970
80027,Louisville,CO,Boulder County,30460
80030,Westminster,CO,Adams County,12460
80031,Westminster,CO,Adams County,33690
80033,Wheat Ridge,CO,Jefferson County,22160
80045,Aurora,CO,Adams County,770
80101,Agate,CO,Elbert County,360
80102,Bennett,CO,Adams County,7230
80103,Byers,CO,Arapahoe County,2620
80104,Castle Rock,CO,Douglas County,37650
80105,Deer Trail,CO,Arapahoe County,1860
80106,Elbert,CO,El Paso County,4490
80107,Elizabeth,CO,Elbert County,15520
80108,Castle Rock,CO,Douglas County,36850
80109,Castle Rock,CO,Douglas County,26360
80110,Englewood,CO,Arapahoe County,19220
80111,Englewood,CO,Arapahoe County,30770
80112,Englewood,CO,Arapahoe County,32170
80113,Englewood,CO,Arapahoe County,18640
80116,Franktown,CO,Douglas County,4980
80117,Kiowa,CO,Elbert County,2750
80118,Larkspur,CO,Douglas County,6000
80120,Littleton,CO,Arapahoe County,24790
80121,Littleton,CO,Arapahoe County,16990
80122,Littleton,CO,Arapahoe County,30580
80123,Littleton,CO,Jefferson County,42270
80124,Lone Tree,CO,Douglas County,20820
80125,Littleton,CO,Douglas County,16870
80126,Littleton,CO,Douglas County,42220
80127,Littleton,CO,Jefferson County,43000
80128,Littleton,CO,Jefferson County,33610
80129,Littleton,CO,Douglas County,29260
80130,Littleton,CO,Douglas County,25390
80132,Monument,CO,El Paso County,29520
80133,Palmer Lake,CO,El Paso County,2470
80134,Parker,CO,Douglas County,79550
80135,Sedalia,CO,Douglas County,3660
80136,Strasburg,CO,Adams County,6590
80137,Watkins,CO,Arapahoe County,1390
80138,Parker,CO,Douglas County,32620
80202,Denver,CO,Denver County,14120
80203,Denver,CO,Denver County,16560
80204,Denver,CO,Denver County,27890
80205,Denver,CO,Denver County,27500
80206,Denver,CO,Denver County,21370
80207,Denver,CO,Denver County,18680
80209,Denver,CO,Denver County,22530
80210,Denver,CO,Denver County,30640
80211,Denver,CO,Denver County,31750
80212,Denver,CO,Denver County,17200
80214,Denver,CO,Jefferson County,20650
80215,Denver,CO,Jefferson County,17270
80216,Denver,CO,Denver County,14510
80218,Denver,CO,Denver County,14920
80219,Denver,CO,Denver County,52550
80220,Denver,CO,Denver County,31880
80221,Denver,CO,Adams County,35550
80222,Denver,CO,Denver County,18440
80223,Denver,CO,Denver County,16870
80224,Denver,CO,Denver County,15460
80226,Denver,CO,Jefferson County,27090
80227,Denver,CO,Jefferson County,31420
80228,Denver,CO,Jefferson County,31560
80229,Denver,CO,Adams County,47080
80230,Denver,CO,Denver County,8870
80231,Denver,CO,Denver County,28040
80232,Denver,CO,Jefferson County,19720
80233,Denver,CO,Adams County,42210
80234,Denver,CO,Adams County,25430
80235,Denver,CO,Jefferson County,7090
80236,Denver,CO,Denver County,13570
80237,Denver,CO,Denver County,20180
80238,Denver,CO,Denver County,28480
80239,Denver,CO,Denver County,40840
80241,Thornton,CO,Adams County,30050
80246,Denver,CO,Denver County,10750
80247,Denver,CO,Arapahoe County,22410
80249,Denver,CO,Denver County,37830
80260,Denver,CO,Adams County,30210
80264,Denver,CO,Denver County,0
80265,Denver,CO,Denver County,19
80266,Denver,CO,Denver County,0
80290,Denver,CO,Denver County,0
80293,Denver,CO,Denver County,0
80294,Denver,CO,Denver County,0
80299,Denver,CO,Denver County,0
80301,Boulder,CO,Boulder County,22240
80302,Boulder,CO,Boulder County,13610
80303,Boulder,CO,Boulder County,16410
80304,Boulder,CO,Boulder County,23600
80305,Boulder,CO,Boulder County,13980
80401,Golden,CO,Jefferson County,33900
80403,Golden,CO,Jefferson County,19680
80421,Bailey,CO,Park County,7080
80422,Black Hawk,CO,Gilpin County,3270
80423,Bond,CO,Eagle County,99
80424,Breckenridge,CO,Summit County,9230
80428,Clark,CO,Routt County,740
80430,Coalmont,CO,Jackson County,92
80433,Conifer,CO,Jefferson County,8010
80435,Dillon,CO,Summit County,7680
80439,Evergreen,CO,Jefferson County,22020
80440,Fairplay,CO,Park County,2130
80446,Granby,CO,Grand County,3610
80447,Grand Lake,CO,Grand County,1560
80449,Hartsel,CO,Park County,1030
80452,Idaho Springs,CO,Clear Creek County,2670
80455,Jamestown,CO,Boulder County,440
80456,Jefferson,CO,Park County,370
80459,Kremmling,CO,Grand County,2140
80461,Leadville,CO,Lake County,6040
80463,Mc Coy,CO,Routt County,108
80465,Morrison,CO,Jefferson County,15310
80466,Nederland,CO,Boulder County,3170
80467,Oak Creek,CO,Routt County,1920
80468,Parshall,CO,Grand County,230
80470,Pine,CO,Jefferson County,3300
80480,Walden,CO,Jackson County,910
80481,Ward,CO,Boulder County,490
80487,Steamboat Springs,CO,Routt County,10750
80498,Silverthorne,CO,Summit County,5550
80501,Longmont,CO,Boulder County,37240
80503,Longmont,CO,Boulder County,31630
80504,Longmont,CO,Boulder County,58400
80510,Allenspark,CO,Boulder County,390
80512,Bellvue,CO,Larimer County,1900
80513,Berthoud,CO,Larimer County,18370
80514,Dacono,CO,Weld County,6190
80515,Drake,CO,Larimer County,630
80516,Erie,CO,Weld County,38290
80517,Estes Park,CO,Larimer County,8810
80521,Fort Collins,CO,Larimer County,19400
80524,Fort Collins,CO,Larimer County,34140
80525,Fort Collins,CO,Larimer County,47490
80526,Fort Collins,CO,Larimer County,38430
80528,Fort Collins,CO,Larimer County,22480
80530,Frederick,CO,Weld County,6200
80534,Johnstown,CO,Weld County,19490
80535,Laporte,CO,Larimer County,2420
80536,Livermore,CO,Larimer County,1870
80537,Loveland,CO,Larimer County,38080
80538,Loveland,CO,Larimer County,46410
80540,Lyons,CO,Boulder County,4320
80542,Mead,CO,Weld County,6320
80543,Milliken,CO,Weld County,8640
80545,Red Feather Lakes,CO,Larimer County,720
80547,Timnath,CO,Larimer County,9650
80549,Wellington,CO,Larimer County,13280
80550,Windsor,CO,Weld County,46430
80601,Brighton,CO,Adams County,39240
80602,Brighton,CO,Adams County,45330
80603,Brighton,CO,Weld County,15700
80610,Ault,CO,Weld County,3770
80611,Briggsdale,CO,Weld County,800
80612,Carr,CO,Weld County,690
80615,Eaton,CO,Weld County,8960
80620,Evans,CO,Weld County,18880
80621,Fort Lupton,CO,Weld County,14290
80622,Galeton,CO,Weld County,290
80624,Gill,CO,Weld County,920
80631,Greeley,CO,Weld County,39150
80634,Greeley,CO,Weld County,62410
80640,Henderson,CO,Adams County,12950
80642,Hudson,CO,Weld County,4180
80643,Keenesburg,CO,Weld County,4480
80644,Kersey,CO,Weld County,2910
80645,La Salle,CO,Weld County,4140
80648,Nunn,CO,Weld County,1370
80649,Orchard,CO,Morgan County,370
80650,Pierce,CO,Weld County,1880
80651,Platteville,CO,Weld County,4650
80652,Roggen,CO,Weld County,600
80653,Weldona,CO,Morgan County,720
80654,Wiggins,CO,Morgan County,3720
80701,Fort Morgan,CO,Morgan County,14840
80705,Log Lane Village,CO,Morgan County,1050
80720,Akron,CO,Washington County,2170
80721,Amherst,CO,Phillips County,176
80722,Atwood,CO,Logan County,340
80723,Brush,CO,Morgan County,6070
80726,Crook,CO,Logan County,320
80727,Eckley,CO,Yuma County,390
80728,Fleming,CO,Logan County,810
80729,Grover,CO,Weld County,330
80731,Haxtun,CO,Phillips County,1330
80733,Hillrose,CO,Morgan County,470
80734,Holyoke,CO,Phillips County,2870
80735,Idalia,CO,Yuma County,390
80736,Iliff,CO,Logan County,580
80737,Julesburg,CO,Sedgwick County,1260
80740,Lindon,CO,Washington County,99
80741,Merino,CO,Logan County,820
80742,New Raymer,CO,Weld County,220
80743,Otis,CO,Washington County,930
80744,Ovid,CO,Sedgwick County,390
80745,Padroni,CO,Logan County,127
80746,Paoli,CO,Phillips County,46
80747,Peetz,CO,Logan County,440
80749,Sedgwick,CO,Sedgwick County,280
80750,Snyder,CO,Morgan County,420
80751,Sterling,CO,Logan County,12360
80754,Stoneham,CO,Weld County,128
80755,Vernon,CO,Yuma County,151
80757,Woodrow,CO,Washington County,185
80758,Wray,CO,Yuma County,3340
80759,Yuma,CO,Yuma County,4170
80801,Anton,CO,Washington County,167
80802,Arapahoe,CO,Cheyenne County,230
80804,Arriba,CO,Lincoln County,270
80805,Bethune,CO,Kit Carson County,360
80807,Burlington,CO,Kit Carson County,3760
80808,Calhan,CO,El Paso County,6290
80809,Cascade,CO,El Paso County,1280
80810,Cheyenne Wells,CO,Cheyenne County,910
80812,Cope,CO,Washington County,190
80813,Cripple Creek,CO,Teller County,1750
80814,Divide,CO,Teller County,3840
80815,Flagler,CO,Kit Carson County,790
80816,Florissant,CO,Teller County,5160
80817,Fountain,CO,El Paso County,28260
80818,Genoa,CO,Lincoln County,310
80820,Guffey,CO,Park County,640
80821,Hugo,CO,Lincoln County,940
80822,Joes,CO,Yuma County,210
80823,Karval,CO,Lincoln County,179
80824,Kirk,CO,Yuma County,200
80825,Kit Carson,CO,Cheyenne County,370
80827,Lake George,CO,Park County,700
80828,Limon,CO,Lincoln County,2220
80829,Manitou Springs,CO,El Paso County,4510
80830,Matheson,CO,Elbert County,220
80831,Peyton,CO,El Paso County,35430
80832,Ramah,CO,El Paso County,680
80833,Rush,CO,El Paso County,650
80834,Seibert,CO,Kit Carson County,290
80835,Simla,CO,Elbert County,830
80836,Stratton,CO,Kit Carson County,1000
80840,Usaf Academy,CO,El Paso County,2190
80861,Vona,CO,Kit Carson County,270
80863,Woodland Park,CO,Teller County,11150
80864,Yoder,CO,El Paso County,1350
80902,Colorado Springs,CO,El Paso County,9620
80903,Colorado Springs,CO,El Paso County,10090
80904,Colorado Springs,CO,El Paso County,16700
80905,Colorado Springs,CO,El Paso County,14020
80906,Colorado Springs,CO,El Paso County,33070
80907,Colorado Springs,CO,El Paso County,22770
80908,Colorado Springs,CO,El Paso County,25390
80909,Colorado Springs,CO,El Paso County,28430
80910,Colorado Springs,CO,El Paso County,24570
80911,Colorado Springs,CO,El Paso County,30750
80912,Colorado Springs,CO,El Paso County,0
80913,Colorado Springs,CO,El Paso County,9119
80915,Colorado Springs,CO,El Paso County,19920
80916,Colorado Springs,CO,El Paso County,34210
80917,Colorado Springs,CO,El Paso County,25660
80918,Colorado Springs,CO,El Paso County,41370
80919,Colorado Springs,CO,El Paso County,26920
80920,Colorado Springs,CO,El Paso County,36370
80921,Colorado Springs,CO,El Paso County,26560
80922,Colorado Springs,CO,El Paso County,28200
80923,Colorado Springs,CO,El Paso County,29610
80924,Colorado Springs,CO,El Paso County,20140
80925,Colorado Springs,CO,El Paso County,18510
80926,Colorado Springs,CO,El Paso County,1360
80927,Colorado Springs,CO,El Paso County,9890
80928,Colorado Springs,CO,El Paso County,980
80929,Colorado Springs,CO,El Paso County,350
80930,Colorado Springs,CO,El Paso County,1520
80938,Colorado Springs,CO,El Paso County,1300
80939,Colorado Springs,CO,El Paso County,0
80951,Colorado Springs,CO,El Paso County,4160
81001,Pueblo,CO,Pueblo County,23680
81003,Pueblo,CO,Pueblo County,9430
81004,Pueblo,CO,Pueblo County,18440
81005,Pueblo,CO,Pueblo County,27060
81006,Pueblo,CO,Pueblo County,10160
81007,Pueblo,CO,Pueblo County,32430
81008,Pueblo,CO,Pueblo County,11030
81020,Aguilar,CO,Las Animas County,700
81021,Arlington,CO,Kiowa County,0
81022,Avondale,CO,Pueblo County,1190
81023,Beulah,CO,Pueblo County,1150
81024,Boncarbo,CO,Las Animas County,200
81025,Boone,CO,Pueblo County,680
81027,Branson,CO,Las Animas County,128
81029,Campo,CO,Baca County,230
81036,Eads,CO,Kiowa County,870
81039,Fowler,CO,Otero County,1600
81040,Gardner,CO,Huerfano County,320
81041,Granada,CO,Prowers County,570
81044,Hasty,CO,Bent County,220
81045,Haswell,CO,Kiowa County,117
81047,Holly,CO,Prowers County,1250
81049,Kim,CO,Las Animas County,200
81050,La Junta,CO,Otero County,7820
81052,Lamar,CO,Prowers County,7380
81054,Las Animas,CO,Bent County,2600
81055,La Veta,CO,Huerfano County,1230
81057,Mc Clave,CO,Bent County,360
81058,Manzanola,CO,Otero County,680
81059,Model,CO,Las Animas County,164
81062,Olney Springs,CO,Crowley County,630
81063,Ordway,CO,Crowley County,1310
81064,Pritchett,CO,Baca County,230
81067,Rocky Ford,CO,Otero County,4290
81069,Rye,CO,Pueblo County,1930
81071,Sheridan Lake,CO,Kiowa County,260
81073,Springfield,CO,Baca County,1500
81076,Sugar City,CO,Crowley County,310
81081,Trinchera,CO,Las Animas County,86
81082,Trinidad,CO,Las Animas County,8970
81084,Two Buttes,CO,Baca County,109
81089,Walsenburg,CO,Huerfano County,3540
81090,Walsh,CO,Baca County,710
81091,Weston,CO,Las Animas County,670
81092,Wiley,CO,Prowers County,780
81101,Alamosa,CO,Alamosa County,12630
81120,Antonito,CO,Conejos County,1620
81122,Bayfield,CO,La Plata County,8290
81123,Blanca,CO,Costilla County,650
81125,Center,CO,Saguache County,2740
81130,Creede,CO,Mineral County,820
81132,Del Norte,CO,Rio Grande County,2560
81133,Fort Garland,CO,Costilla County,940
81136,Hooper,CO,Alamosa County,220
81137,Ignacio,CO,La Plata County,4250
81140,La Jara,CO,Conejos County,2010
81143,Moffat,CO,Saguache County,590
81144,Monte Vista,CO,Rio Grande County,6060
81146,Mosca,CO,Alamosa County,560
81147,Pagosa Springs,CO,Archuleta County,12090
81149,Saguache,CO,Saguache County,640
81151,Sanford,CO,Conejos County,1350
81152,San Luis,CO,Costilla County,990
81154,South Fork,CO,Rio Grande County,1100
81155,Villa Grove,CO,Saguache County,200
81201,Salida,CO,Chaffee County,9380
81210,Almont,CO,Gunnison County,300
81211,Buena Vista,CO,Chaffee County,7120
81212,Canon City,CO,Fremont County,21680
81220,Cimarron,CO,Gunnison County,200
81223,Cotopaxi,CO,Fremont County,1930
81224,Crested Butte,CO,Gunnison County,4660
81226,Florence,CO,Fremont County,5060
81228,Granite,CO,Chaffee County,18
81230,Gunnison,CO,Gunnison County,8590
81233,Howard,CO,Fremont County,820
